adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001396009-18-000045	1396009	VULCAN MATERIALS CO	1400	US	AL	BIRMINGHAM	35242	1200 URBAN CENTER DRIVE		(205) 298-3000	US	AL	BIRMINGHAM	35242	1200 URBAN CENTER DRIVE		US	NJ	208579133	VIRGINIA HOLDCO, INC.	20070409	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 10:07:00.0	0	1	vmc-20180930.xml	1	
0001396814-18-000031	1396814	PACIRA PHARMACEUTICALS, INC.	2834	US	NJ	PARSIPPANY	07054	5 SYLVAN WAY	SUITE 300	973-254-3560	US	NJ	PARSIPPANY	07054	5 SYLVAN WAY	SUITE 300			510619477	PACIRA INC	20080318	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 12:16:00.0	0	1	pcrx-20180930.xml	1	
0001397187-18-000053	1397187	LULULEMON ATHLETICA INC.	2300	CA	BC	VANCOUVER	V6J 1C7	1818 CORNWALL AVENUE		604-732-6124	CA	BC	VANCOUVER	V6J 1C7	1818 CORNWALL AVENUE		US	DE	203842867	LULULEMON CORP.	20070420	1-LAF	0	0131	10-Q	20181031	2018	Q3	20181206	2018-12-06 16:15:00.0	0	1	lulu-20181028.xml	1	
0001397403-18-000023	1397403	IMH FINANCIAL CORP	6500	US	AZ	SCOTTSDALE	85253	7001 NORTH SCOTTSDALE ROAD, SUITE 2050		480-840-8400	US	AZ	SCOTTSDALE	85253	7001 NORTH SCOTTSDALE ROAD, SUITE 2050		US	DE	810624254	IMH SECURED LOAN FUND, LLC	20070424	5-SML	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 16:42:00.0	0	1	ifcn-20180930.xml	1	
0001397911-18-000194	1397911	LPL FINANCIAL HOLDINGS INC.	6200	US	MA	BOSTON	02109	75 STATE STREET	22ND FLOOR	617 423 3644	US	MA	BOSTON	02109	75 STATE STREET	22ND FLOOR	US	DE	203717839	LPL INVESTMENT HOLDINGS INC.	20070427	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181030	2018-10-30 17:06:00.0	0	1	lpla2018093010-q_htm.xml	1	
0001398432-18-000123	1477009	GENERAL CANNABIS CORP	7381	US	CO	DENVER	80224	6565 EAST EVANS AVENUE		303-759-1300	US	CO	DENVER	80224	6565 EAST EVANS AVENUE		US	CO	208096131	ADVANCED CANNABIS SOLUTIONS, INC.	20131023	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:18:00.0	0	1	cann-20180930.xml	1	
0001398432-18-000131	1119643	NUTRA PHARMA CORP	2833	US	FL	CORAL SPRINGS	33071	12538 W. ATLANTIC BLVD.		(954) 509-0911	US	FL	CORAL SPRINGS	33071	12538 W. ATLANTIC BLVD.		US	CA	912021600	CYBER VITAMIN COM	20000717	4-NON	0	1231	10-Q	20180930	2018	Q3	20181119	2018-11-19 16:10:00.0	0	1	nphc-20180930.xml	1	
0001398987-18-000231	1398987	REALOGY HOLDINGS CORP.	6531	US	NJ	MADISON	07940	175 PARK AVENUE		973-407-2000	US	NJ	MADISON	07940	175 PARK AVENUE		US	DE	208050955	REALOGY HOLDINGS CORP.	20120921	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 07:33:00.0	0	1	rlgy-20180930.xml	2	1355001
0001399306-18-000031	1399306	SIMLATUS CORP	3663	US	CA	GRASS VALLEY	94945-5259	175 JOERSCHKE DR.	SUITE A	(530) 205-3437	US	CA	GRASS VALLEY	94945-5259	175 JOERSCHKE DR.	SUITE A			202675800	GRID PETROLEUM CORP.	20091120	5-SML	0	0331	10-Q	20180630	2019	Q1	20181001	2018-10-01 15:22:00.0	0	1	siml-20180630.xml	1	
0001399306-18-000037	1399306	SIMLATUS CORP	3663	US	CA	GRASS VALLEY	94945-5259	175 JOERSCHKE DR.	SUITE A	(530) 205-3437	US	CA	GRASS VALLEY	94945-5259	175 JOERSCHKE DR.	SUITE A			202675800	GRID PETROLEUM CORP.	20091120	4-NON	0	0331	10-Q	20180930	2019	Q2	20181114	2018-11-13 17:35:00.0	0	1	siml-20180930.xml	1	
0001400891-18-000035	1400891	IHEARTMEDIA, INC.	4832	US	TX	SAN ANTONIO	78258	20880 STONE OAK PARKWAY		210-822-2828	US	TX	SAN ANTONIO	78258	20880 STONE OAK PARKWAY				260241222	CC MEDIA HOLDINGS INC	20090721	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 07:05:00.0	0	1	ihrt-20180930.xml	1	
0001401257-18-000103	1401257	FORUM ENERGY TECHNOLOGIES, INC.	3533	US	TX	HOUSTON	77024	920 MEMORIAL CITY WAY	SUITE 1000	281-949-2500	US	TX	HOUSTON	77024	920 MEMORIAL CITY WAY	SUITE 1000	US	DE	611488595	FORUM OILFIELD TECHNOLOGIES, INC.	20100726	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 15:23:00.0	0	1	fet-20180930.xml	1	
0001401521-18-000103	1401521	UNITED INSURANCE HOLDINGS CORP.	6331	US	FL	SAINT PETERSBURG	33701	800 2ND AVE S		727-895-7737	US	FL	SAINT PETERSBURG	33701	800 2ND AVE S		US	DE	753241967	FMG ACQUISITION CORP	20070531	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 17:05:00.0	0	1	uihc-20180930.xml	1	
0001401680-18-000026	1401680	CORNERSTONE ONDEMAND INC	7372	US	CA	SANTA MONICA	90404	1601 CLOVERFIELD BLVD	SUITE 620	310-752-0200	US	CA	SANTA MONICA	90404	1601 CLOVERFIELD BLVD	SUITE 620	US	DE	000000000			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:05:00.0	0	1	csod-20180930.xml	1	
0001401708-18-000137	1401708	NANOSTRING TECHNOLOGIES INC	2836	US	WA	SEATTLE	98109	530 FAIRVIEW AVENUE NORTH		206-378-6266	US	WA	SEATTLE	98109	530 FAIRVIEW AVENUE NORTH		US	DE	200094687			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:39:00.0	0	1	nstg-20180930.xml	1	
0001401835-18-000040	1401835	STAR GOLD CORP.	1000	US	ID	COEUR D'ALENE	83814	611 E. SHERMAN AVE.		208-664-5066	US	ID	COEUR D'ALENE	83814	611 E. SHERMAN AVE.		US	NV	270348508	ELAN DEVELOPMENT INC	20070604	5-SML	0	0430	10-Q	20181031	2019	Q2	20181217	2018-12-17 11:08:00.0	0	0	srgz-20181031.xml	1	
0001402057-18-000230	1402057	CDW CORP	5961	US	IL	VERNON HILLS	60061	200 N MILWAUKEE AVENUE		847-465-6000	US	IL	VERNON HILLS	60061	200 N MILWAUKEE AVENUE		US	DE	260273989	VH HOLDINGS, INC.	20070605	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 16:14:00.0	0	1	cdw-2018930x10q_htm.xml	1	
0001402829-18-000043	1402829	ORION GROUP HOLDINGS INC	1600	US	TX	HOUSTON	77034	12000 AEROSPACE SUITE 300		713-852-6500	US	TX	Houston	77034	12000 AEROSPACE SUITE 300				260097459	ORION MARINE GROUP INC	20070612	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 12:43:00.0	0	1	orn-20180930.xml	1	
0001403161-18-000055	1403161	VISA INC.	7389	US	CA	SAN FRANCISCO	94128-8999	P.O. BOX 8999		650-432-3200	US	CA	SAN FRANCISCO	94128-8999	P.O. BOX 8999		US	DE	260267673	VISA INC.	20070614	1-LAF	1	0930	10-K	20180930	2018	FY	20181116	2018-11-16 16:10:00.0	0	1	v-20180930.xml	1	
0001403256-18-000256	1403256	OCH-ZIFF CAPITAL MANAGEMENT GROUP LLC	6282	US	NY	NEW YORK	10019	9 WEST 57TH STREET SUITE 1300		(212)790-0000	US	NY	NEW YORK	10019	9 WEST 57TH STREET SUITE 1300		US	DE	000000000			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181106	2018-11-05 18:07:00.0	0	1	ozm-20180930.xml	1	
0001403431-18-000073	1403431	HERITAGE-CRYSTAL CLEAN, INC.	4950	US	IL	ELGIN	60123	2175 POINT BOULEVARD	SUITE 375	847-836-5670	US	IL	ELGIN	60123	2175 POINT BOULEVARD	SUITE 375	US	DE	260351454			2-ACC	0	1231	10-Q	20180831	2018	Q3	20181017	2018-10-17 17:11:00.0	0	1	hcci-20180908.xml	1	
0001403475-18-000033	1403475	BANK OF MARIN BANCORP	6022	US	CA	NOVATO	94947	504 REDWOOD BOULEVARD, SUITE 100		415-763-7781	US	CA	NOVATO	94947	504 REDWOOD BOULEVARD, SUITE 100		US	CA	208859754			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181106	2018-11-06 17:08:00.0	0	1	bmrc-20180930.xml	1	
0001403528-18-000036	1403528	OAKTREE CAPITAL GROUP, LLC	6282	US	CA	LOS ANGELES	90071	333 SOUTH GRAND AVENUE	28TH FLOOR	(213) 830-6300	US	CA	LOS ANGELES	90071	333 SOUTH GRAND AVENUE	28TH FLOOR	US	DE	000000000			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 16:20:00.0	0	1	oak-20180630.xml	1	
0001403853-18-000024	1403853	NUVERRA ENVIRONMENTAL SOLUTIONS, INC.	1389	US	AZ	SCOTTSDALE	85253	6720 N. SCOTTSDALE ROAD	SUITE 190	602-903-7802	US	AZ	SCOTTSDALE	85253	6720 N. SCOTTSDALE ROAD	SUITE 190	US	DE	000000000	HECKMANN CORP	20111205	4-NON	0	1231	10-Q	20180930	2018	Q3	20181106	2018-11-06 16:15:00.0	0	1	nes-20180930.xml	1	
0001404912-18-000021	1404912	KKR & CO. INC.	6282	US	NY	NEW YORK	10019	9 WEST 57TH STREET	SUITE 4200	212-750-8300	US	NY	NEW YORK	10019	9 WEST 57TH STREET	SUITE 4200	US	DE	260426107	KKR & CO. L.P.	20070627	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 16:40:00.0	0	1	kkr-20180930.xml	1	
0001405495-18-000042	1405495	INTERDIGITAL, INC.	6794	US	DE	WILMINGTON	19809-3727	200 BELLEVUE PARKWAY	SUITE 300	302-281-3600	US	DE	WILMINGTON	19809-3727	200 BELLEVUE PARKWAY	SUITE 300	US	PA	231882087			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 08:47:00.0	0	1	idcc-20180930.xml	1	
0001406587-18-000012	1406587	FORESTAR GROUP INC.	6500	US	TX	AUSTIN	78750	10700 PECAN PARK BLVD., SUITE 150		512-433-5200	US	TX	AUSTIN	78750	10700 PECAN PARK BLVD., SUITE 150		US	DE	261336998	FORESTAR REAL ESTATE GROUP INC.	20071101	2-ACC	0	0930	10-KT	20180930	2018	FY	20181116	2018-11-16 15:15:00.0	0	1	for-20180930.xml	1	
0001406666-18-000092	1406666	CALIX, INC	4899	US	CA	SAN JOSE	95134	2777 ORCHARD PARKWAY		408-514-3000	US	CA	SAN JOSE	95134	2777 ORCHARD PARKWAY				680438710	CALIX NETWORKS INC	20070713	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-05 17:16:00.0	0	1	calx-20180929.xml	1	
0001407623-18-000017	1407623	RETAIL OPPORTUNITY INVESTMENTS CORP	6798	US	CA	SAN DIEGO	92130	11250 EL CAMINO REAL	SUITE 200	(858) 677-0900	US	CA	SAN DIEGO	92130	11250 EL CAMINO REAL	SUITE 200	US	MD	260500600	NRDC ACQUISITION CORP.	20070724	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181024	2018-10-24 12:44:00.0	0	1	roic-20180930.xml	2	1577230
0001407805-18-000014	1407805	ROCKIES REGION 2007 LP	1311	US	WV	BRIDGEPORT	26330	120 GENESIS BOULEVARD	PO BOX 26	304-808-6257	US	WV	BRIDGEPORT	26330	120 GENESIS BOULEVARD	PO BOX 26	US	WV	000000000			5-SML	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 16:33:00.0	0	1	pdce-20180930.xml	1	
0001408075-18-000051	1408075	GRAPHIC PACKAGING HOLDING CO	2650	US	GA	ATLANTA	30328	1500 RIVEREDGE PARKWAY	SUITE100	(770) 240-7200	US	GA	ATLANTA	30328	1500 RIVEREDGE PARKWAY	SUITE100	US	DE	260405422	NEW GIANT CORP	20070726	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181023	2018-10-23 13:19:00.0	0	1	gpk-20180930.xml	1	
0001408100-18-000144	1408100	KENNEDY-WILSON HOLDINGS, INC.	6500	US	CA	BEVERLY HILLS	90210	9701 WILSHIRE BLVD., SUITE 700		310-887-6400	US	CA	BEVERLY HILLS	90210	9701 WILSHIRE BLVD., SUITE 700		US	DE	260508760	PROSPECT ACQUISITION CORP	20070727	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 16:19:00.0	0	1	kw-20180930.xml	1	
0001408534-18-000044	1408534	FIRST GUARANTY BANCSHARES, INC.	6035	US	LA	HAMMOND	70401	400 EAST THOMAS STREET		985-345-7685	US	LA	HAMMOND	70401	400 EAST THOMAS STREET		US	LA	260513559			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 14:16:00.0	0	1	fgbi-20180930.xml	1	
0001409171-18-000086	1409171	TITAN MACHINERY INC.	5990	US	ND	WEST FARGO	58078	644 EAST BEATON DRIVE		(701) 356-0130	US	ND	WEST FARGO	58078	644 EAST BEATON DRIVE		US	DE	450357838			2-ACC	0	0131	10-Q	20181031	2019	Q3	20181206	2018-12-06 12:52:00.0	0	1	titn-20181031.xml	1	
0001409375-18-000030	1409375	ORION ENERGY SYSTEMS, INC.	3640	US	WI	MANITOWOC	54220	2210 WOODLAND DRIVE		800-660-9340	US	WI	MANITOWOC	54220	2210 WOODLAND DRIVE		US	WI	391847269			4-NON	0	0331	10-Q	20180930	2019	Q2	20181113	2018-11-13 14:56:00.0	0	1	oesx-20180930.xml	1	
0001409775-18-000053	1409775	BBVA COMPASS BANCSHARES, INC	6021	US	TX	HOUSTON	77056	2200 POST OAK BLVD		205-297-3000	US	TX	HOUSTON	77056	2200 POST OAK BLVD				208948381	BBVA USA BANCSHARES INC	20070814	4-NON	0	1231	10-Q	20180930	2018	Q3	20181106	2018-11-06 12:26:00.0	0	1	bbva-20180930.xml	1	
0001409970-18-001371	1409970	LENDINGCLUB CORP	7389	US	CA	SAN FRANCISCO	94115	71 STEVENSON ST.	SUITE 1000	415-632-5666	US	CA	SAN FRANCISCO	94115	71 STEVENSON ST.	SUITE 1000	US	DE	000000000			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 16:34:00.0	0	1	lc-20180930.xml	1	
0001410384-18-000113	1410384	Q2 HOLDINGS, INC.	7372	US	TX	AUSTIN	78750	13785 RESEARCH BOULEVARD	SUITE 150	512-275-0072	US	TX	Austin	78750	13785 RESEARCH BOULEVARD	SUITE 150			202706637	CBG HOLDINGS, INC.	20120103	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 16:37:00.0	0	1	qtwo-20180930.xml	1	
0001410636-18-000169	1410636	AMERICAN WATER WORKS COMPANY, INC.	4941	US	NJ	CAMDEN	08102-1658	1 WATER STREET		856-955-4001	US	NJ	CAMDEN	08102-1658	1 WATER STREET		US	DE	510063696			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 16:35:00.0	0	1	awk-20180930.xml	1	
0001410939-18-000056	1410939	OPHTHOTECH CORP.	2834	US	NY	NEW YORK	10119	ONE PENN PLAZA	35TH FLOOR	212-845-8200	US	NY	NEW YORK	10119	ONE PENN PLAZA	35TH FLOOR	US	DE	208185347			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 09:09:00.0	0	1	opht-20180930.xml	1	
0001411059-18-000039	1411059	KBS REAL ESTATE INVESTMENT TRUST II, INC.	6798	US	CA	NEWPORT BEACH	92660	800 NEWPORT CENTER DRIVE	SUITE 700	949-417-6500	US	CA	NEWPORT BEACH	92660	800 NEWPORT CENTER DRIVE	SUITE 700	US	MD	260658752			4-NON	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-06 19:04:00.0	0	1	kbsrii-20180930.xml	1	
0001411207-18-000193	1411207	ALLISON TRANSMISSION HOLDINGS INC	3714	US	IN	INDIANAPOLIS	46222	ONE ALLISON WAY		(317) 242-5000	US	IN	Indianapolis	46222	ONE ALLISON WAY		US	DE	000000000			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181030	2018-10-30 16:28:00.0	0	1	alsn-20180930.xml	1	
0001411342-18-000094	1411342	ELLINGTON FINANCIAL LLC	6500	US	CT	GREENWICH	06870	53 Forest Ave		203-698-1200	US	CT	Greenwich	06870	53 Forest Ave		US	DE	000000000			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-08 20:01:00.0	0	1	efc-20180930.xml	1	
0001411494-18-000051	1411494	APOLLO GLOBAL MANAGEMENT LLC	6282	US	NY	NEW YORK	10019	9 West 57th Str		212-515-3200	US	NY	new York	10019	9 West 57th Str		US	DE	208880053			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-05 17:05:00.0	0	1	apo-20180930.xml	1	
0001411579-18-000068	1411579	AMC ENTERTAINMENT HOLDINGS, INC.	7830	US	KS	LEAWOOD	66211	ONE AMC WAY	11500 ASH STREET	913-213-2000	US	KS	LEAWOOD	66211	ONE AMC WAY	11500 ASH STREET	US	DE	260303916			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:53:00.0	0	1	c579-20180930.xml	1	
0001412100-18-000058	1412100	MAIDEN HOLDINGS, LTD.	6331	BM		HAMILTON	HM 12	SCHRODERS HOUSE	131 FRONT STREET	(441) 295-5225	BM		HAMILTON	-HM 11	48 PAR-LA-VILLE ROAD	SUITE 1141	BM		000000000			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 17:17:00.0	0	1	q3201810q_htm.xml	1	
0001412270-18-000048	1412270	CARE.COM INC	7200	US	MA	WALTHAM	02451	77 FOURTH AVENUE	5TH FLOOR	781 642 5900	US	MA	Waltham	02451	77 FOURTH AVENUE	5TH FLOOR	US	MA	205785879			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 11:24:00.0	0	1	crcm-20180929.xml	1	
0001412347-18-000035	1412347	WESTMORELAND RESOURCE PARTNERS, LP	1221	US	CO	ENGLEWOOD	80112	9540 SOUTH MAROON CIRCLE	SUITE 300	303-922-6463	US	CO	ENGLEWOOD	80112	9540 SOUTH MAROON CIRCLE	SUITE 300			770695453	OXFORD RESOURCE PARTNERS LP	20070913	4-NON	0	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 16:53:00.0	0	1	oxf-20180930.xml	1	
0001412665-18-000131	1412665	MIDWESTONE FINANCIAL GROUP, INC.	6022	US	IA	IOWA CITY	52240	102 SOUTH CLINTON ST.		319-356-5800	US	IA	IOWA CITY	52240	102 SOUTH CLINTON ST.		US	IA	421206172	ISB FINANCIAL CORP.	20070918	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-05 13:15:00.0	0	1	midwestone0930201810q_htm.xml	1	
0001412707-18-000030	1412707	LEVEL ONE BANCORP INC	6022	US	MI	FARMINGTON HILLS	48334	32991 HAMILTON COURT		248-737-0300	US	MI	Farmington Hills	48334	32991 HAMILTON COURT		US	MI	000000000			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 08:15:00.0	0	1	levl-20180930.xml	1	
0001413329-18-000053	1413329	PHILIP MORRIS INTERNATIONAL INC.	2111	US	NY	NEW YORK	10017	120 PARK AVENUE		(917) 663-2000	US	NY	NEW YORK	10017	120 PARK AVENUE		US	VA	133435103			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181025	2018-10-25 07:12:00.0	0	1	pm-20180930.xml	1	
0001413507-18-000159	1413507	SRC ENERGY INC.	1311	US	CO	DENVER	80202	1675 BROADWAY	SUITE 2600	720-616-4300	US	CO	DENVER	80202	1675 BROADWAY	SUITE 2600	US	CO	202835920	SYNERGY RESOURCES CORP	20160415	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 16:13:00.0	0	1	srci-20180930.xml	1	
0001413898-18-000051	1413898	A. H. BELO CORP	2711	US	TX	DALLAS	75201	1954 COMMERCE STREET		214-977-8222	US	TX	DALLAS	75222-4866	P.O. BOX 224866		US	DE	383765318	A. H. BELO CORP	20071002	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181030	2018-10-30 07:41:00.0	0	1	ahc-20180930.xml	1	
0001414475-18-000034	1414475	WESTERN GAS PARTNERS LP	4922	US	TX	THE WOODLANDS	77380	1201 LAKE ROBBINS DRIVE		832-636-1000	US	TX	THE WOODLANDS	77380	1201 LAKE ROBBINS DRIVE		US	DE	261075808	WESTERN GAS PARTNERS	20071009	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 13:15:00.0	0	1	wes-20180930.xml	1	
0001415301-18-000142	1415301	DEL FRISCO'S RESTAURANT GROUP, INC.	5812	US	TX	IRVING	75063	2900 RANCH TRAIL		469-913-1845	US	TX	IRVING	75063	2900 RANCH TRAIL		US	DE	208453116	DEL FRISCO'S RESTAURANT GROUP, LLC	20071016	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:14:00.0	0	1	dfrg-20180925.xml	1	
0001415404-18-000034	1415404	ECHOSTAR CORP	3663	US	CO	ENGLEWOOD	80112	100 INVERNESS TERRACE E.		303-723-1277	US	CO	ENGLEWOOD	80112	100 INVERNESS TERRACE E.		US	NV	261232727	ECHOSTAR HOLDING CORP	20071017	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-07 20:33:00.0	0	1	sats09301810qdocument_htm.xml	1	
0001415916-18-000011	1415916	GOLAR LNG PARTNERS LP	4400	BM		HAMILTON	HM 11	2ND FLOOR, S.E. PEARMAN BUILDING	9 PAR-LA-VILLE ROAD	1 441-295-4705	BM		HAMILTON	HM 11	2ND FLOOR, S.E. PEARMAN BUILDING	9 PAR-LA-VILLE ROAD	MH		000000000				0	1231	6-K	20180930	2018	Q3	20181116	2018-11-16 08:53:00.0	0	1	gmlp-20180930.xml	1	
0001416265-18-000657	1416265	PROSPER MARKETPLACE, INC	6199	US	CA	SAN FRANCISCO	94105	221 MAIN STREET	3RD FLOOR	415-593-5400	US	CA	SAN FRANCISCO	94105	221 MAIN STREET	3RD FLOOR	US	DE	731733867	PROSPER MARKETPLACE INC	20071025	4-NON	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-13 17:47:00.0	0	1	prosper-20180930_htm.xml	2	1542574
0001417398-18-000043	1417398	HILLENBRAND, INC.	3990	US	IN	BATESVILLE	47006	ONE BATESVILLE BOULEVARD		(812)931-5403	US	IN	BATESVILLE	47006	ONE BATESVILLE BOULEVARD		US	IN	261342272	BATESVILLE HOLDINGS, INC.	20071102	1-LAF	1	0930	10-K	20180930	2018	FY	20181113	2018-11-13 16:43:00.0	0	1	hi-20180930.xml	1	
0001418100-18-000192	1418100	AVAYA HOLDINGS CORP.	3661	US	CA	SANTA CLARA	95054	co Avaya Inc	4655 GREAT AMERICA PARKWAY	(908) 953-6000	US	CA	SANTA CLARA	95054	co Avaya Inc	4655 GREAT AMERICA PARKWAY	US	DE	000000000	SIERRA HOLDINGS CORP	20071109	4-NON	0	0930	10-K	20180930	2018	FY	20181221	2018-12-21 16:15:00.0	0	1	avya-20180930.xml	1	
0001418135-18-000035	1418135	KEURIG DR PEPPER INC.	2080	US	MA	BURLINGTON	01803	53 SOUTH AVENUE		781-418-7000	US	MA	BURLINGTON	01803	53 SOUTH AVENUE		US	DE	753258232	DR PEPPER SNAPPLE GROUP, INC.	20080108	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-07 19:29:00.0	0	1	kdp-20180930.xml	1	
0001418819-18-000017	1418819	IRIDIUM COMMUNICATIONS INC.	3669	US	VA	MCLEAN	22102	1750 TYSONS BOULEVARD	SUITE 1400	301-571-6200	US	VA	MCLEAN	22102	1750 TYSONS BOULEVARD	SUITE 1400	US	DE	221344998	GHL ACQUISITION CORP.	20071119	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181025	2018-10-25 07:06:00.0	0	1	irdm-20180930.xml	1	
0001420800-18-000025	1420800	COLFAX CORP	3561	US	MD	ANNAPOLIS JUNCTION	20701	420 NATIONAL BUSINESS PARKWAY	5TH FLOOR	(301) 323-9000	US	MD	ANNAPOLIS JUNCTION	20701	420 NATIONAL BUSINESS PARKWAY	5TH FLOOR	US	DE	541887631			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181025	2018-10-25 06:35:00.0	0	1	cfx-20180928.xml	1	
0001420811-18-000169	1420811	ON DECK CAPITAL, INC.	6199	US	NY	NEW YORK	10018	1400 BROADWAY	25TH FLOOR	888-269-4246	US	NY	New York	10018	1400 BROADWAY	25TH FLOOR	US	DE	421709682	ON DECK CAPITAL INC	20071210	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181106	2018-11-06 16:33:00.0	0	1	ondk-20180930.xml	1	
0001421182-18-000018	1421182	VERSO CORP	2621	US	OH	MIAMISBURG	45342	8540 GANDER CREEK DRIVE		(877) 855-7243	US	OH	MIAMISBURG	45342	8540 GANDER CREEK DRIVE		US	DE	753217389	VERSO PAPER CORP.	20071213	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 08:30:00.0	0	1	vrs-20180930.xml	1	
0001421461-18-000023	1421461	INTREPID POTASH, INC.	1400	US	CO	DENVER	80202	1001 17TH STREET	SUITE 1050	303-296-3006	US	CO	DENVER	80202	1001 17TH STREET	SUITE 1050	US	DE	261501877			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-30 21:17:00.0	0	1	ipi-20180930.xml	1	
0001421517-18-000147	1421517	ENERGY RECOVERY, INC.	3559	US	CA	SAN LEANDRO	94577	1717 DOOLITTLE DRIVE		(510) 483-7370	US	CA	SAN LEANDRO	94577	1717 DOOLITTLE DRIVE		US	DE	010616867			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 17:00:00.0	0	1	erii-20180930.xml	1	
0001423221-18-000016	1423221	QUANEX BUILDING PRODUCTS CORP	3350	US	TX	HOUSTON	77027	1800 WEST LOOP SOUTH	SUITE 1500	7139614600	US	TX	HOUSTON	77027	1800 WEST LOOP SOUTH	SUITE 1500	US	DE	261561397			1-LAF	1	1031	10-K	20181031	2018	FY	20181211	2018-12-11 16:56:00.0	0	1	nx-20181031.xml	1	
0001423689-18-000047	1423689	AGNC INVESTMENT CORP.	6798	US	MD	BETHESDA	20814	2 BETHESDA METRO CENTER 12TH FLOOR		301 968 9300	US	MD	BETHESDA	20814	2 BETHESDA METRO CENTER 12TH FLOOR				261701984	AMERICAN CAPITAL AGENCY CORP	20080111	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-05 16:21:00.0	0	1	agnc-20180930.xml	1	
0001423774-18-000037	1423774	ZUORA INC	7372	US	CA	SAN MATEO	94403	3050 SOUTH DELAWARE STREET	SUITE 301	800-425-1281	US	CA	SAN MATEO	94403	3050 SOUTH DELAWARE STREET	SUITE 301			205530976			4-NON	0	0131	10-Q	20181031	2019	Q3	20181213	2018-12-12 19:59:00.0	0	1	zuo-20181031.xml	1	
